analysis,experiment,sqrt_s,luminosity,signal_region,N_obs,N_exp,sigma_exp,MET,HT_or_meff,N_jets,N_leptons,N_btags,category,Delta_N,Z,z_MET,z_HT_or_meff,z_N_jets,z_N_leptons,z_N_btags,category_bonus,B_access,B_access_z
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_e,9.0,7.9,1.6,,,,2.0,,,1.0999999999999996,0.6874999999999998,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_f,6.0,7.8,1.6,,,,2.0,,,-1.7999999999999998,-1.1249999999999998,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_g,8.0,6.8,1.4,,,,2.0,,,1.2000000000000002,0.8571428571428573,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_h,6.0,6.1,1.2,,,,2.0,,,-0.09999999999999964,-0.08333333333333304,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_a,8.0,4.0,1.4,,,,2.0,,,4.0,2.857142857142857,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_b,5.0,5.3,2.4,,,,2.0,,,-0.2999999999999998,-0.12499999999999993,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_c,15.0,9.1,2.4,,,,2.0,,,5.9,2.4583333333333335,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_d,19.0,21.0,5.0,,,,2.0,,,-2.0,-0.4,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_e,30.0,27.0,5.0,,,,2.0,,,3.0,0.6,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_f,24.0,17.8,3.1,,,,2.0,,,6.199999999999999,1.9999999999999998,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_g,32.0,23.0,4.0,,,,2.0,,,9.0,2.25,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_low_h,11.0,19.2,2.7,,,,2.0,,,-8.2,-3.0370370370370368,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_a,10.0,11.6,3.2,,,,2.0,,,-1.5999999999999996,-0.4999999999999999,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_b,3.0,6.9,1.9,,,,2.0,,,-3.9000000000000004,-2.0526315789473686,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_c,11.0,7.1,1.7,,,,2.0,,,3.9000000000000004,2.294117647058824,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_d,12.0,15.4,2.5,,,,2.0,,,-3.4000000000000004,-1.36,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_e,9.0,12.5,2.2,,,,2.0,,,-3.5,-1.5909090909090908,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_f,11.0,11.3,1.9,,,,2.0,,,-0.3000000000000007,-0.15789473684210564,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_g,10.0,12.4,2.0,,,,2.0,,,-2.4000000000000004,-1.2000000000000002,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_high_h,8.0,6.8,1.4,,,,2.0,,,1.2000000000000002,0.8571428571428573,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_a,3.0,7.0,1.6,,,,2.0,,,-4.0,-2.5,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_b,6.0,4.4,1.2,,,,2.0,,,1.5999999999999996,1.333333333333333,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_c,15.0,11.8,2.1,,,,2.0,,,3.1999999999999993,1.5238095238095235,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_d,23.0,25.9,3.4,,,,2.0,,,-2.8999999999999986,-0.8529411764705879,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_e,37.0,36.0,5.0,,,,2.0,,,1.0,0.2,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_f,44.0,35.0,4.0,,,,2.0,,,9.0,2.25,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_g,41.0,34.0,4.0,,,,2.0,,,7.0,1.75,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_mm_low_h,28.0,24.8,2.9,,,,2.0,,,3.1999999999999993,1.1034482758620687,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-hino-eff,ATLAS,13.0,139.0,SR_ewk_1l1T,80.0,67.0,8.9,,,,1.0,,,13.0,1.4606741573033708,0.0,0.0,0.0,-0.31623348766789583,0.0,0,-0.31623348766789583,-0.43947243021637494
ATLAS-SUSY-2018-16-hino-eff,ATLAS,13.0,139.0,SR_ewk_2l_high,134.0,137.0,8.8,,,,2.0,,,-3.0,-0.3409090909090909,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-hino-eff,ATLAS,13.0,139.0,SR_ewk_2l_low,199.0,198.3,11.8,,,,2.0,,,0.6999999999999886,0.059322033898304115,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-hino-eff,ATLAS,13.0,139.0,SR_ewk_2l_med,170.0,112.4,12.6,,,,2.0,,,57.599999999999994,4.571428571428571,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-19-eff,ATLAS,13.0,136.0,SR_EW,3.0,3.0,0.7,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGd1,34.0,30.0,5.0,,,,,,disappearing_track,4.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,0.7949614853646055
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGd2,68.0,52.0,6.0,,,,,,disappearing_track,16.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,1,1.0,0.7949614853646055
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGd3,227.0,223.0,17.0,,,,,,disappearing_track,4.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,1,1.0,0.7949614853646055
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGd4,291.0,298.0,23.0,,,,,,disappearing_track,-7.0,-0.30434782608695654,0.0,0.0,0.0,0.0,0.0,1,1.0,0.7949614853646055
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGo1,6.0,5.5,1.5,,,,,,disappearing_track,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1,1.0,0.7949614853646055
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGo2,25.0,18.0,2.4,,,,,,disappearing_track,7.0,2.916666666666667,0.0,0.0,0.0,0.0,0.0,1,1.0,0.7949614853646055
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGo3,80.0,85.0,9.0,,,,,,disappearing_track,-5.0,-0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1,1.0,0.7949614853646055
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,BDT_GGo4,135.0,159.0,16.0,,,,,,disappearing_track,-24.0,-1.5,0.0,0.0,0.0,0.0,0.0,1,1.0,0.7949614853646055
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR2j_1600,2111.0,2190.0,130.0,,1600.0,2.0,,,,-79.0,-0.6076923076923076,0.0,-0.658242539859781,-0.9753447883793924,0.0,0.0,0,-1.6335873282391735,-1.6749570724612124
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR2j_2200,971.0,980.0,50.0,,2200.0,2.0,,,,-9.0,-0.18,0.0,0.18996261217429922,-0.9753447883793924,0.0,0.0,0,-0.7853821762050932,-0.8794650743837582
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR2j_2800,78.0,87.0,8.0,,2800.0,2.0,,,,-9.0,-1.125,0.0,1.0381677642083795,-0.9753447883793924,0.0,0.0,0,0.0628229758289871,-0.08397307630630405
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR4j_1000,535.0,536.0,32.0,,1000.0,4.0,,,,-1.0,-0.03125,0.0,-1.5064476918938612,0.15989258825891683,0.0,0.0,0,-1.3465551036349444,-1.4057629543690593
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR4j_2200,60.0,60.0,5.0,,2200.0,4.0,,,,0.0,0.0,0.0,0.18996261217429922,0.15989258825891683,0.0,0.0,0,0.34985520043321605,0.1852210417858488
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR4j_3400,4.0,5.7,1.0,,3400.0,4.0,,,,-1.7000000000000002,-1.7000000000000002,0.0,1.8863729162424596,0.15989258825891683,0.0,0.0,0,2.0462655045013767,1.776205037940757
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR5j_1600,320.0,319.0,20.0,,1600.0,5.0,,,,1.0,0.05,0.0,-0.658242539859781,0.7275112765780715,0.0,0.0,0,0.06926873671829048,-0.07792789820680174
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR6j_1000,25.0,21.0,3.0,,1000.0,6.0,,,,4.0,1.3333333333333333,0.0,-1.5064476918938612,1.295129964897226,0.0,0.0,0,-0.2113177269966351,-0.3410768381994523
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR6j_2200,5.0,4.6,1.0,,2200.0,6.0,,,,0.40000000000000036,0.40000000000000036,0.0,0.18996261217429922,1.295129964897226,0.0,0.0,0,1.4850925770715253,1.2499071579554557
ATLAS-SUSY-2018-22-eff,ATLAS,13.0,139.0,SR6j_3400,0.0,0.8,0.4,,3400.0,6.0,,,,-0.8,-2.0,0.0,1.8863729162424596,1.295129964897226,0.0,0.0,0,3.1815028811396857,2.840891154110364
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-2-1600-16,908.0,928.2628,18.5602,,,,,,,-20.26279999999997,-1.0917339252809761,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-2-1600-22,2108.0,2072.7708,35.2661,,,,,,,35.22920000000022,0.9989536693878885,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-2-2200-16,107.0,117.3536,3.9088,,,,,,,-10.3536,-2.6487924682767092,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-2-2200-22,406.0,394.1684,9.6588,,,,,,,11.83159999999998,1.2249554810121321,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-2-2800-16,37.0,26.7127,1.754,,,,,,,10.287299999999998,5.865051311288482,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-2-2800-22,85.0,90.6329,5.7279,,,,,,,-5.6329000000000065,-0.9834145149182085,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-4-1600-16,274.0,279.5733,9.342,,,,,,,-5.5733000000000175,-0.5965853136373386,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-4-1600-22,213.0,211.0109,8.9229,,,,,,,1.9891000000000076,0.22292079929171094,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-4-2200-16,54.0,55.1914,2.7669,,,,,,,-1.1914000000000016,-0.43059019118869546,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-4-2200-22,98.0,93.3367,4.3873,,,,,,,4.663300000000007,1.0629088505458955,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-4-2800-16,16.0,12.6915,1.0902,,,,,,,3.3085000000000004,3.0347642634379017,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-4-2800-22,25.0,30.9677,2.085,,,,,,,-5.967700000000001,-2.862206235011991,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-5-1600-16,126.0,131.868,5.2999,,,,,,,-5.867999999999995,-1.107190701711352,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-5-1600-22,51.0,50.9501,2.8534,,,,,,,0.049900000000000944,0.01748790916100124,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-5-2200-16,57.0,56.4783,2.9752,,,,,,,0.5217000000000027,0.1753495563323483,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-5-2200-22,47.0,43.6002,2.6846,,,,,,,3.399799999999999,1.2664084034865526,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-5-2800-16,15.0,15.1053,1.1821,,,,,,,-0.10529999999999973,-0.08907875814228892,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-C-5-2800-22,24.0,22.1826,1.6744,,,,,,,1.8173999999999992,1.085403726708074,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-1000-10,1281.0,1269.9038,26.3182,,,,,,,11.096199999999953,0.4216169798846408,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-1000-16,240.0,256.2275,9.0993,,,,,,,-16.22750000000002,-1.7833789412372403,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-1000-22,35.0,30.755,4.1179,,,,,,,4.245000000000001,1.0308652468491224,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-1600-10,228.0,233.2226,8.3779,,,,,,,-5.2226,-0.6233781735279723,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-1600-16,95.0,102.5706,3.6942,,,,,,,-7.570599999999999,-2.049320556548102,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-1600-22,44.0,44.8465,2.9198,,,,,,,-0.8464999999999989,-0.2899171176107949,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-2200-10,57.0,42.0372,3.3779,,,,,,,14.962800000000001,4.429616033630363,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-2200-16,23.0,21.4635,1.3593,,,,,,,1.5365000000000002,1.1303612153314209,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-2200-22,15.0,16.4353,1.4234,,,,,,,-1.4353000000000016,-1.0083602641562468,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-2800-10,4.0,5.6311,0.7908,,,,,,,-1.6311,-2.0625948406676784,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-2800-16,5.0,4.7604,0.7823,,,,,,,0.23960000000000026,0.3062763645660236,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-2800-22,8.0,4.6639,0.5151,,,,,,,3.3361,6.47660648417783,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-3400-10,2.0,1.0376,0.2528,,,,,,,0.9623999999999999,3.806962025316455,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-3400-16,1.0,0.9534,0.6673,,,,,,,0.046599999999999975,0.06983365802487633,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-3400-22,0.0,1.3007,0.4019,,,,,,,-1.3007,-3.2363772082607616,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-4000-10,0.0,0.2756,0.0886,,,,,,,-0.2756,-3.1106094808126414,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-4000-16,0.0,0.1704,0.062,,,,,,,-0.1704,-2.7483870967741937,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-GGd-4-4000-22,1.0,0.367,0.0926,,,,,,,0.633,6.83585313174946,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-1000-10,6986.0,6984.4422,69.6213,,,,,,,1.5577999999995882,0.022375336283573966,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-1000-16,2537.0,2568.2614,35.7391,,,,,,,-31.261399999999867,-0.8747114504841998,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-1000-22,1289.0,1289.1242,20.2679,,,,,,,-0.12419999999997344,-0.006127916557708171,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-1600-10,926.0,896.679,16.784,,,,,,,29.321000000000026,1.7469613918017175,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-1600-16,526.0,535.3322,9.1813,,,,,,,-9.332199999999943,-1.0164355810179324,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-1600-22,638.0,613.1204,10.0645,,,,,,,24.879599999999982,2.472015500024838,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-2200-16,55.0,64.7879,2.3285,,,,,,,-9.787899999999993,-4.203521580416575,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-2200-22,146.0,141.704,4.4561,,,,,,,4.295999999999992,0.9640717219092911,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-2800-16,17.0,14.4722,1.2974,,,,,,,2.527799999999999,1.9483582549714806,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-2800-22,29.0,35.119,2.0442,,,,,,,-6.119,-2.9933470306232266,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-3400-22,3.0,3.4059,0.4404,,,,,,,-0.4058999999999999,-0.9216621253405992,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-3400-28,6.0,10.5836,1.1423,,,,,,,-4.583600000000001,-4.01260614549593,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-4000-22,1.0,0.984,0.3924,,,,,,,0.016000000000000014,0.04077471967380228,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-2-4000-28,5.0,4.0338,0.6731,,,,,,,0.9661999999999997,1.4354479274996281,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-1000-10,7769.0,7793.7288,72.9798,,,,,,,-24.728799999999865,-0.3388444473676259,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-1000-16,4286.0,4197.9972,47.2762,,,,,,,88.0028000000002,1.861460946522779,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-1000-22,858.0,843.6757,17.9625,,,,,,,14.324299999999994,0.7974558107167707,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-1600-10,819.0,859.5696,16.6523,,,,,,,-40.56960000000004,-2.4362760699723185,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-1600-16,461.0,496.2411,10.0148,,,,,,,-35.24110000000002,-3.5189020250029976,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-1600-22,485.0,466.5473,9.7426,,,,,,,18.452699999999993,1.8940221296163235,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-2200-16,71.0,69.7056,2.6158,,,,,,,1.294399999999996,0.4948390549736203,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-22-multibin-eff,ATLAS,13.0,139.0,MB-SSd-4-2200-22,113.0,120.3217,3.8564,,,,,,,-7.321700000000007,-1.8985841717664163,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
